symbol	NMF rank	MMF localization	SAFE domain	SAFE localization	Entrez	BioGRID	HGNC	RefSeq	UniProt
SUN1	15	nuclear outer membrane-ER membrane network	19	nuclear outer membrane-ER membrane network	23353	116935	HGNC:18587	NM_025154	O94901
SUN2	15	nuclear outer membrane-ER membrane network	1	no prediction	25777	117312	HGNC:14210	NM_001199579	Q9UH99
SUOX	18	mitochondrial inner membrane, mitochondrial intermembrane space	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	6821	112690	HGNC:11460	NM_000456	P51687
SUPT16H	2	chromatin	22	chromatin, nucleoplasm	11198	116367	HGNC:11465	NM_007192	Q9Y5B9
SUPT3H	2	chromatin	22	chromatin, nucleoplasm	8464	114042	HGNC:11466	NM_181356	O75486
SUPT5H	9	nucleoplasm	22	chromatin, nucleoplasm	6829	112697	HGNC:11469	NM_003169	O00267
SUPT6H	19	miscellaneous	22	chromatin, nucleoplasm	6830	112698	HGNC:11470	NM_003170	Q7KZ85
SUPT7L	2	chromatin	22	chromatin, nucleoplasm	9913	115242	HGNC:30632	NM_014860	O94864
SUPV3L1	4	mitochondrial matrix	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	6832	112699	HGNC:11471	NM_003171	Q8IYB8
SURF4	13	mitochondrial outer membrane, peroxisome	1	no prediction	6836	112703	HGNC:11476	NM_033161	O15260
SURF6	8	nucleolus	3	splicing speckles, nucleolus	6838	112705	HGNC:11478	NM_006753	O75683
SUSD5	11	plasma membrane	1	no prediction	26032	117498	HGNC:29061	NM_015551	O60279
SUV39H2	2	chromatin	22	chromatin, nucleoplasm	79723	122838	HGNC:17287	NM_024670	Q9H5I1
SUZ12	2	chromatin	22	chromatin, nucleoplasm	23512	117059	HGNC:17101	NM_015355	Q15022
SV2A	20	early endosome, recycling endosome	18	endosome, lysosome	9900	115229	HGNC:20566	NM_001278719	Q7L0J3
SVIL	5	actin cytoskeleton, cytosol	20	cell junction, plasma membrane	6840	112707	HGNC:11480	NM_001323599	O95425
SWAP70	1	cell junction	-	-	23075	116707	HGNC:17070	NM_015055	Q9UH65
SYAP1	15	nuclear outer membrane-ER membrane network	19	nuclear outer membrane-ER membrane network	94056	125103	HGNC:16273	NM_032796	Q96A49
SYBU	17	microtubule cytoskeleton	15	microtubule cytoskeleton	55638	120776	HGNC:26011	NM_017786	Q9NX95
SYDE1	1	cell junction	-	-	85360	124489	HGNC:25824	NM_033025	Q6ZW31
SYMPK	10	nuclear body	3	splicing speckles, nucleolus	8189	113833	HGNC:22935	NM_004819	Q92797
SYNCRIP	16	cytoplasmic ribonucleoprotein granule	8	paraspeckles	10492	115755	HGNC:16918	NM_006372	O60506
SYNE1	15	nuclear outer membrane-ER membrane network	19	nuclear outer membrane-ER membrane network	23345	116928	HGNC:17089	NM_182961	Q8NF91
SYNE2	15	nuclear outer membrane-ER membrane network	19	nuclear outer membrane-ER membrane network	23224	116830	HGNC:17084	NM_182914	Q8WXH0
SYNE3	15	nuclear outer membrane-ER membrane network	19	nuclear outer membrane-ER membrane network	161176	127775	HGNC:19861	NM_152592	Q6ZMZ3
SYNGAP1	12	centrosome	-	-	8831	114358	HGNC:11497	NM_006772	Q96PV0
SYNJ1	5	actin cytoskeleton, cytosol	6	clathrin coat	8867	114388	HGNC:11503	NM_003895	O43426
SYNJ2	17	microtubule cytoskeleton	-	-	8871	114391	HGNC:11504	NM_003898	O15056
SYNJ2BP-COX16	13	mitochondrial outer membrane, peroxisome	2	mitochondrial outer membrane, peroxisome	100529257	1529402	HGNC:48350	NM_001202547	
SYNM	12	centrosome	1	no prediction	23336	116923	HGNC:24466	NM_145728	O15061
SYNRG	20	early endosome, recycling endosome	6	clathrin coat	11276	116432	HGNC:557	NM_007247	Q9UMZ2
SYTL4	20	early endosome, recycling endosome	1	no prediction	94121	125120	HGNC:15588	NM_080737	Q96C24
SYTL5	20	early endosome, recycling endosome	1	no prediction	94122	125121	HGNC:15589	NM_138780	Q8TDW5
SYVN1	3	ER membrane	19	nuclear outer membrane-ER membrane network	84447	124085	HGNC:20738	NM_032431	Q86TM6
SZT2	7	endosome, lysosome	1	no prediction	23334	116921	HGNC:29040	NM_015284	Q5T011
TAB2	12	centrosome	-	-	23118	116740	HGNC:17075	NM_001292034	Q9NYJ8
TAB3	19	miscellaneous	13	cytoplasmic ribonucleoprotein granule	257397	129216	HGNC:30681	NM_152787	Q8N5C8
TACC1	15	nuclear outer membrane-ER membrane network	19	nuclear outer membrane-ER membrane network	6867	112730	HGNC:11522	NM_006283	O75410
TACC2	15	nuclear outer membrane-ER membrane network	-	-	10579	115830	HGNC:11523	NM_001291876	O95359
TACC3	5	actin cytoskeleton, cytosol	-	-	10460	115723	HGNC:11524	NM_006342	Q9Y6A5
TACO1	4	mitochondrial matrix	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	51204	119377	HGNC:24316	NM_016360	Q9BSH4
TADA3	2	chromatin	22	chromatin, nucleoplasm	10474	115737	HGNC:19422	NM_001278270	O75528
TAF1	9	nucleoplasm	22	chromatin, nucleoplasm	6872	112735	HGNC:11535	NM_004606	P21675
TAF15	10	nuclear body	8	paraspeckles	8148	113807	HGNC:11547	NM_139215	Q92804
TAF2	9	nucleoplasm	22	chromatin, nucleoplasm	6873	112736	HGNC:11536	NM_003184	Q6P1X5
TAF3	10	nuclear body	22	chromatin, nucleoplasm	83860	123775	HGNC:17303	NM_031923	Q5VWG9
TAF4	2	chromatin	22	chromatin, nucleoplasm	6874	112737	HGNC:11537	NM_003185	O00268
TAF5L	2	chromatin	22	chromatin, nucleoplasm	27097	117998	HGNC:17304	NM_014409	O75529
TAF6	10	nuclear body	22	chromatin, nucleoplasm	6878	112741	HGNC:11540	NM_005641	P49848
TAF6L	2	chromatin	22	chromatin, nucleoplasm	10629	115873	HGNC:17305	NM_006473	Q9Y6J9
TAF9	10	nuclear body	1	no prediction	6880	112743	HGNC:11542	NM_001015892	Q16594
TAF9B	2	chromatin	22	chromatin, nucleoplasm	51616	119639	HGNC:17306	NM_015975	Q9HBM6
TAGLN2	5	actin cytoskeleton, cytosol	-	-	8407	113995	HGNC:11554	NM_003564	P37802
TALDO1	2	chromatin	1	no prediction	6888	112751	HGNC:11559	NM_006755	P37837
TANC1	1	cell junction	-	-	85461	124545	HGNC:29364	NM_001145909	Q9C0D5
TANC2	12	centrosome	1	no prediction	26115	117559	HGNC:30212	NM_025185	Q9HCD6
TAOK2	17	microtubule cytoskeleton	15	microtubule cytoskeleton	9344	114750	HGNC:16835	NM_016151	Q9UL54
TAOK3	11	plasma membrane	20	cell junction, plasma membrane	51347	119490	HGNC:18133	NM_016281	Q9H2K8
TAP1	3	ER membrane	19	nuclear outer membrane-ER membrane network	6890	112753	HGNC:43	NM_000593	Q03518
TAP2	3	ER membrane	19	nuclear outer membrane-ER membrane network	6891	112754	HGNC:44	NM_000544	Q03519
TAPT1	3	ER membrane	19	nuclear outer membrane-ER membrane network	202018	128412	HGNC:26887	NM_153365	Q6NXT6
TARBP1	12	centrosome	1	no prediction	6894	112757	HGNC:11568	NM_005646	Q13395
TARDBP	10	nuclear body	8	paraspeckles	23435	117003	HGNC:11571	NM_007375	Q13148
TARS	5	actin cytoskeleton, cytosol	-	-	6897	112760	HGNC:11572	NM_152295	P26639
TARS2	4	mitochondrial matrix	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	80222	123188	HGNC:30740	NM_025150	Q9BW92
TBC1D1	20	early endosome, recycling endosome	18	endosome, lysosome	23216	116823	HGNC:11578	NM_015173	Q86TI0
TBC1D10A	11	plasma membrane	20	cell junction, plasma membrane	83874	123787	HGNC:23609	NM_031937	Q9BXI6
TBC1D10B	1	cell junction	-	-	26000	117476	HGNC:24510	NM_015527	Q4KMP7
TBC1D12	20	early endosome, recycling endosome	18	endosome, lysosome	23232	116837	HGNC:29082	NM_015188	O60347
TBC1D15	5	actin cytoskeleton, cytosol	1	no prediction	64786	122296	HGNC:25694	NM_022771	Q8TC07
TBC1D20	15	nuclear outer membrane-ER membrane network	-	-	128637	126139	HGNC:16133	NM_144628	Q96BZ9
TBC1D22B	7	endosome, lysosome	18	endosome, lysosome	55633	120772	HGNC:21602	NM_017772	Q9NU19
TBC1D23	7	endosome, lysosome	1	no prediction	55773	120889	HGNC:25622	NM_018309	Q9NUY8
TBC1D2B	20	early endosome, recycling endosome	1	no prediction	23102	116729	HGNC:29183	NM_015079	Q9UPU7
TBC1D31	12	centrosome	10	centrosome	93594	125037	HGNC:30888	NM_145647	Q96DN5
TBC1D4	19	miscellaneous	1	no prediction	9882	115213	HGNC:19165	NM_014832	O60343
TBC1D5	7	endosome, lysosome	18	endosome, lysosome	9779	115123	HGNC:19166	NM_014744	Q92609
TBC1D8	1	cell junction	-	-	11138	116311	HGNC:17791	NM_007063	O95759
TBC1D9	7	endosome, lysosome	18	endosome, lysosome	23158	116771	HGNC:21710	NM_015130	Q6ZT07
TBC1D9B	7	endosome, lysosome	18	endosome, lysosome	23061	116696	HGNC:29097	NM_015043	Q66K14
TBCE	5	actin cytoskeleton, cytosol	1	no prediction	6905	112768	HGNC:11582	NM_003193	Q15813
TBK1	12	centrosome	1	no prediction	29110	118878	HGNC:11584	NM_013254	Q9UHD2
TBKBP1	12	centrosome	-	-	9755	115103	HGNC:30140	NM_014726	A7MCY6
TBL1XR1	2	chromatin	22	chromatin, nucleoplasm	79718	122834	HGNC:29529	NM_024665	Q9BZK7
TBL2	15	nuclear outer membrane-ER membrane network	19	nuclear outer membrane-ER membrane network	26608	117762	HGNC:11586	NM_012453	Q9Y4P3
TBL3	8	nucleolus	3	splicing speckles, nucleolus	10607	115853	HGNC:11587	NM_006453	Q12788
TBR1	19	miscellaneous	-	-	10716	115942	HGNC:11590	NM_006593	Q16650
TBRG4	4	mitochondrial matrix	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	9238	114666	HGNC:17443	NM_030900	Q969Z0
TC2N	11	plasma membrane	1	no prediction	123036	125812	HGNC:19859	NM_152332	Q8N9U0
TCAIM	4	mitochondrial matrix	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	285343	130085	HGNC:25241	NM_173826	Q8N3R3
TCERG1	10	nuclear body	3	splicing speckles, nucleolus	10915	116120	HGNC:15630	NM_001040006	O14776
TCF20	9	nucleoplasm	22	chromatin, nucleoplasm	6942	112802	HGNC:11631	NM_181492	Q9UGU0
TCF25	9	nucleoplasm	17	Arp2/3 protein complex	22980	116629	HGNC:29181	NM_014972	Q9BQ70
TCF7L2	9	nucleoplasm	20	cell junction, plasma membrane	6934	112795	HGNC:11641	NM_030756	Q9NQB0
TCHP	12	centrosome	10	centrosome	84260	123987	HGNC:28135	NM_032300	Q9BT92
TCOF1	8	nucleolus	22	chromatin, nucleoplasm	6949	112809	HGNC:11654	NM_001008656	Q13428
TCP1	19	miscellaneous	11	chaperonin-containing T-complex, prefoldin complex	6950	112810	HGNC:11655	NM_030752	P17987
TCTN3	6	ER lumen	4	ER lumen	26123	117565	HGNC:24519	NM_015631	Q6NUS6
TDP1	2	chromatin	22	chromatin, nucleoplasm	55775	120890	HGNC:18884	NM_018319	Q9NUW8
TDP2	9	nucleoplasm	1	no prediction	51567	119615	HGNC:17768	NM_016614	O95551
TDRD3	16	cytoplasmic ribonucleoprotein granule	13	cytoplasmic ribonucleoprotein granule	81550	123514	HGNC:20612	NM_030794	Q9H7E2
TDRD7	17	microtubule cytoskeleton	15	microtubule cytoskeleton	23424	116994	HGNC:30831	NM_014290	Q8NHU6
TDRKH	13	mitochondrial outer membrane, peroxisome	2	mitochondrial outer membrane, peroxisome	11022	116212	HGNC:11713	NM_006862	Q9Y2W6
TDRP	18	mitochondrial inner membrane, mitochondrial intermembrane space	-	-	157695	127614	HGNC:26951	NM_175075	Q86YL5
TECPR2	20	early endosome, recycling endosome	18	endosome, lysosome	9895	115224	HGNC:19957	NM_014844	O15040
TECR	13	mitochondrial outer membrane, peroxisome	-	-	9524	114900	HGNC:4551	NM_138501	Q9NZ01
TEDC1	12	centrosome	1	no prediction	283643	129629	HGNC:20127	NM_001134875	Q86SX3
TEFM	4	mitochondrial matrix	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	79736	122850	HGNC:26223	NM_024683	Q96QE5
TELO2	13	mitochondrial outer membrane, peroxisome	-	-	9894	115223	HGNC:29099	NM_016111	Q9Y4R8
TENM3	11	plasma membrane	1	no prediction	55714	120836	HGNC:29944	NM_001080477	Q9P273
TERF2	2	chromatin	22	chromatin, nucleoplasm	7014	112873	HGNC:11729	NM_005652	Q15554
TES	5	actin cytoskeleton, cytosol	-	-	26136	117572	HGNC:14620	NM_015641	Q9UGI8
TET1	9	nucleoplasm	1	no prediction	80312	123225	HGNC:29484	NM_030625	Q8NFU7
TEX10	8	nucleolus	22	chromatin, nucleoplasm	54881	120229	HGNC:25988	NM_017746	Q9NXF1
TEX2	15	nuclear outer membrane-ER membrane network	19	nuclear outer membrane-ER membrane network	55852	120954	HGNC:30884	NM_018469	Q8IWB9
TEX264	15	nuclear outer membrane-ER membrane network	19	nuclear outer membrane-ER membrane network	51368	119503	HGNC:30247	NM_015926	Q9Y6I9
TEX9	12	centrosome	1	no prediction	374618	131910	HGNC:29585	NM_198524	Q8N6V9
TFAM	4	mitochondrial matrix	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	7019	112877	HGNC:11741	NM_003201	Q00059
TFAP2A	9	nucleoplasm	22	chromatin, nucleoplasm	7020	112878	HGNC:11742	NM_003220	P05549
TFAP4	9	nucleoplasm	1	no prediction	7023	112881	HGNC:11745	NM_003223	Q01664
TFB2M	4	mitochondrial matrix	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	64216	122106	HGNC:18559	NM_022366	Q9H5Q4
TFCP2	5	actin cytoskeleton, cytosol	-	-	7024	112882	HGNC:11748	NM_005653	Q12800
TFDP1	9	nucleoplasm	1	no prediction	7027	112885	HGNC:11749	NM_007111	Q14186
TFG	14	Golgi apparatus	9	Golgi apparatus	10342	115624	HGNC:11758	NM_006070	Q92734
TFIP11	10	nuclear body	3	splicing speckles, nucleolus	24144	117294	HGNC:17165	NM_001008697	Q9UBB9
TFRC	11	plasma membrane	18	endosome, lysosome	7037	112895	HGNC:11763	NM_001128148	P02786
TGS1	9	nucleoplasm	1	no prediction	96764	125179	HGNC:17843	NM_024831	Q96RS0
THADA	5	actin cytoskeleton, cytosol	-	-	63892	121972	HGNC:19217	NM_022065	Q6YHU6
THEM4	4	mitochondrial matrix	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	117145	125557	HGNC:17947	NM_053055	Q5T1C6
THEM6	3	ER membrane	1	no prediction	51337	119484	HGNC:29656	NM_016647	Q8WUY1
THG1L	4	mitochondrial matrix	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	54974	120311	HGNC:26053	NM_017872	Q9NWX6
THNSL1	4	mitochondrial matrix	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	79896	122980	HGNC:26160	NM_024838	Q8IYQ7
THOC1	10	nuclear body	22	chromatin, nucleoplasm	9984	115305	HGNC:19070	NM_005131	Q96FV9
THOC2	10	nuclear body	3	splicing speckles, nucleolus	57187	121436	HGNC:19073	NM_001081550	Q8NI27
THOC7	12	centrosome	1	no prediction	80145	123138	HGNC:29874	NM_025075	Q6I9Y2
THRAP3	10	nuclear body	3	splicing speckles, nucleolus	9967	115292	HGNC:22964	NM_005119	Q9Y2W1
THSD1	20	early endosome, recycling endosome	-	-	55901	120988	HGNC:17754	NM_018676	Q9NS62
THUMPD3	20	early endosome, recycling endosome	-	-	25917	117420	HGNC:24493	NM_015453	Q9BV44
TIAM1	1	cell junction	20	cell junction, plasma membrane	7074	112930	HGNC:11805	NM_003253	Q13009
TIAM2	11	plasma membrane	20	cell junction, plasma membrane	26230	117621	HGNC:11806	NM_012454	Q8IVF5
TIMELESS	9	nucleoplasm	-	-	8914	114428	HGNC:11813	NM_003920	Q9UNS1
TIMM13	18	mitochondrial inner membrane, mitochondrial intermembrane space	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	26517	117722	HGNC:11816	NM_012458	Q9Y5L4
TIMM17B	18	mitochondrial inner membrane, mitochondrial intermembrane space	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	10245	115539	HGNC:17310	NM_005834	O60830
TIMM23	18	mitochondrial inner membrane, mitochondrial intermembrane space	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	100287932	939591	HGNC:17312	NM_006327.2	O14925
TIMM29	18	mitochondrial inner membrane, mitochondrial intermembrane space	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	90580	124736	HGNC:25152	NM_138358	Q9BSF4
TIMM44	4	mitochondrial matrix	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	10469	115732	HGNC:17316	NM_006351	O43615
TIMM50	18	mitochondrial inner membrane, mitochondrial intermembrane space	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	92609	124961	HGNC:23656	NM_001001563	Q3ZCQ8
TIMM8A	18	mitochondrial inner membrane, mitochondrial intermembrane space	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	1678	108042	HGNC:11817	NM_004085	O60220
TIMM8B	18	mitochondrial inner membrane, mitochondrial intermembrane space	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	26521	117725	HGNC:11818	NM_012459	Q9Y5J9
TIMMDC1	18	mitochondrial inner membrane, mitochondrial intermembrane space	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	51300	119451	HGNC:1321	NM_016589	Q9NPL8
TJAP1	14	Golgi apparatus	18	endosome, lysosome	93643	125043	HGNC:17949	NM_080604	Q5JTD0
TJP1	1	cell junction	1	no prediction	7082	112937	HGNC:11827	NM_003257	Q07157
TJP2	1	cell junction	1	no prediction	9414	114809	HGNC:11828	NM_201629	Q9UDY2
TKT	2	chromatin	22	chromatin, nucleoplasm	7086	112941	HGNC:11834	NM_001064	P29401
TLCD1	3	ER membrane	19	nuclear outer membrane-ER membrane network	116238	125493	HGNC:25177	NM_138463	Q96CP7
TLCD2	3	ER membrane	19	nuclear outer membrane-ER membrane network	727910	608350	HGNC:33522	NM_001164407	A6NGC4
TLDC1	11	plasma membrane	20	cell junction, plasma membrane					
TLE3	10	nuclear body	1	no prediction	7090	112945	HGNC:11839	NM_005078	Q04726
TLK1	10	nuclear body	22	chromatin, nucleoplasm	9874	115206	HGNC:11841	NM_012290	Q9UKI8
TLK2	10	nuclear body	22	chromatin, nucleoplasm	11011	116201	HGNC:11842	NM_006852	Q86UE8
TLN2	5	actin cytoskeleton, cytosol	1	no prediction	83660	123717	HGNC:15447	NM_015059	Q9Y4G6
TM7SF3	7	endosome, lysosome	18	endosome, lysosome	51768	119723	HGNC:23049	NM_016551	Q9NS93
TM9SF2	3	ER membrane	19	nuclear outer membrane-ER membrane network	9375	114776	HGNC:11865	NM_004800	Q99805
TM9SF3	13	mitochondrial outer membrane, peroxisome	-	-	56889	121219	HGNC:21529	NM_020123	Q9HD45
TMCC3	15	nuclear outer membrane-ER membrane network	1	no prediction	57458	121528	HGNC:29199	NM_020698	Q9ULS5
TMCO1	15	nuclear outer membrane-ER membrane network	19	nuclear outer membrane-ER membrane network	54499	119995	HGNC:18188	NM_019026	Q9UM00
TMED10	6	ER lumen	4	ER lumen	10972	116169	HGNC:16998	NM_006827	P49755
TMED2	6	ER lumen	4	ER lumen	10959	116158	HGNC:16996	NM_006815	Q15363
TMED4	6	ER lumen	4	ER lumen	222068	128780	HGNC:22301	NM_182547	Q7Z7H5
TMED8	15	nuclear outer membrane-ER membrane network	1	no prediction	283578	129608	HGNC:18633	NM_213601	Q6PL24
TMED9	6	ER lumen	4	ER lumen	54732	120115	HGNC:24878	NM_017510	Q9BVK6
TMEM102	20	early endosome, recycling endosome	18	endosome, lysosome	284114	129765	HGNC:26722	NM_178518	Q8N9M5
TMEM106B	7	endosome, lysosome	18	endosome, lysosome	54664	120093	HGNC:22407	NM_018374	Q9NUM4
TMEM106C	15	nuclear outer membrane-ER membrane network	1	no prediction	79022	122490	HGNC:28775	NM_024056	Q9BVX2
TMEM109	15	nuclear outer membrane-ER membrane network	19	nuclear outer membrane-ER membrane network	79073	122524	HGNC:28771	NM_024092	Q9BVC6
TMEM115	14	Golgi apparatus	9	Golgi apparatus	11070	116254	HGNC:30055	NM_007024	Q12893
TMEM120B	3	ER membrane	19	nuclear outer membrane-ER membrane network	144404	126849	HGNC:32008	NM_001080825	A0PK00
TMEM126A	18	mitochondrial inner membrane, mitochondrial intermembrane space	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	84233	123966	HGNC:25382	NM_032273	Q9H061
TMEM126B	18	mitochondrial inner membrane, mitochondrial intermembrane space	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	55863	120965	HGNC:30883	NM_018480	Q8IUX1
TMEM131	15	nuclear outer membrane-ER membrane network	1	no prediction	23505	117052	HGNC:30366	NM_015348	Q92545
TMEM131L	15	nuclear outer membrane-ER membrane network	1	no prediction	23240	116844	HGNC:29146	NM_015196	A2VDJ0
TMEM135	13	mitochondrial outer membrane, peroxisome	2	mitochondrial outer membrane, peroxisome	65084	122392	HGNC:26167	NM_022918	Q86UB9
TMEM159	15	nuclear outer membrane-ER membrane network	-	-	57146	121403	HGNC:30136	NM_020422	Q96B96
TMEM161A	3	ER membrane	19	nuclear outer membrane-ER membrane network	54929	120269	HGNC:26020	NM_017814	Q9NX61
TMEM161B	6	ER lumen	4	ER lumen	153396	127493	HGNC:28483	NM_153354	Q8NDZ6
TMEM165	14	Golgi apparatus	-	-	55858	120960	HGNC:30760	NM_018475	Q9HC07
TMEM173	15	nuclear outer membrane-ER membrane network	19	nuclear outer membrane-ER membrane network	340061	130988	HGNC:27962	NM_198282	Q86WV6
TMEM184B	7	endosome, lysosome	18	endosome, lysosome	25829	117357	HGNC:1310	NM_012264	Q9Y519
TMEM184C	7	endosome, lysosome	18	endosome, lysosome	55751	120869	HGNC:25587	NM_018241	Q9NVA4
TMEM189	3	ER membrane	19	nuclear outer membrane-ER membrane network	387521	132320	HGNC:16735	NM_199129	A5PLL7
TMEM192	7	endosome, lysosome	18	endosome, lysosome	201931	128407	HGNC:26775	NM_152681	Q8IY95
TMEM199	15	nuclear outer membrane-ER membrane network	19	nuclear outer membrane-ER membrane network	147007	127028	HGNC:18085	NM_152464	Q8N511
TMEM2	11	plasma membrane	18	endosome, lysosome					
TMEM201	15	nuclear outer membrane-ER membrane network	1	no prediction	199953	128285	HGNC:33719	NM_001010866	Q5SNT2
TMEM209	15	nuclear outer membrane-ER membrane network	19	nuclear outer membrane-ER membrane network	84928	124362	HGNC:21898	NM_032842	Q96SK2
TMEM214	15	nuclear outer membrane-ER membrane network	19	nuclear outer membrane-ER membrane network	54867	120216	HGNC:25983	NM_017727	Q6NUQ4
TMEM222	11	plasma membrane	20	cell junction, plasma membrane	84065	123860	HGNC:25363	NM_032125	Q9H0R3
TMEM230	3	ER membrane	19	nuclear outer membrane-ER membrane network	29058	118834	HGNC:15876	NM_001009923	Q96A57
TMEM237	11	plasma membrane	20	cell junction, plasma membrane	65062	122382	HGNC:14432	NM_152388	Q96Q45
TMEM242	18	mitochondrial inner membrane, mitochondrial intermembrane space	21	mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix	729515	609914	HGNC:17206	NM_018452	Q9NWH2
